timestamp_hour,hour_of_day,day_of_week,is_weekend,is_holiday,ed_arrivals_lag_1h,ed_arrivals_lag_2h,ed_arrivals_lag_3h,ed_arrivals_lag_24h,ed_waiting_count,ed_arrivals_high_acuity_lag_1h,icu_occupied_beds,icu_staffed_beds,ward_occupied_beds,ward_staffed_beds,discharges_icu,discharges_ward,ambulance_prealerts_next_1h,weather_temp,rain_mm,local_event_flag,y_ed_arrivals_t+1,y_ed_arrivals_t+2,y_ed_arrivals_t+3,y_ed_to_ward_t+1,y_ed_to_ward_t+2,y_ed_to_ward_t+3,y_ed_to_icu_t+1,y_ed_to_icu_t+2,y_ed_to_icu_t+3,y_icu_occupied_t+1,y_icu_occupied_t+2,y_icu_occupied_t+3,y_icu_occupied_t+6,y_icu_occupied_t+12,y_icu_occupied_t+24,y_icu_occupied_t+48,y_ward_occupied_t+1,y_ward_occupied_t+2,y_ward_occupied_t+3,y_ward_occupied_t+6,y_ward_occupied_t+12,y_ward_occupied_t+24,y_ward_occupied_t+48
2025-10-27 04:00:00,4,0,0,0,40.0,40.0,31.0,40.0,250,9.0,32,32,120,120,0,3,5,25.5,0.0,0,46.0,38.0,39.0,14.0,10.0,12.0,7.0,4.0,6.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-27 05:00:00,5,0,0,0,41.0,40.0,40.0,38.0,250,6.0,32,32,120,120,0,2,4,29.1,0.0,0,38.0,39.0,34.0,10.0,12.0,10.0,4.0,6.0,5.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-27 06:00:00,6,0,0,0,46.0,41.0,40.0,40.0,250,9.0,32,32,120,120,0,3,8,26.3,0.0,0,39.0,34.0,30.0,12.0,10.0,12.0,6.0,5.0,7.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-27 07:00:00,7,0,0,0,38.0,46.0,41.0,22.0,250,8.0,32,32,120,120,1,2,4,27.4,0.0,0,34.0,30.0,47.0,10.0,12.0,8.0,5.0,7.0,10.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-27 08:00:00,8,0,0,0,39.0,38.0,46.0,27.0,246,8.0,32,32,120,120,1,2,2,29.4,0.0,0,30.0,47.0,37.0,12.0,8.0,8.0,7.0,10.0,6.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-27 09:00:00,9,0,0,0,34.0,39.0,38.0,36.0,241,5.0,32,32,120,120,3,2,5,29.5,1.2,0,47.0,37.0,47.0,8.0,8.0,8.0,10.0,6.0,9.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-27 10:00:00,10,0,0,0,30.0,34.0,39.0,36.0,250,9.0,32,32,120,120,1,2,4,27.3,1.8,0,37.0,47.0,59.0,8.0,8.0,18.0,6.0,9.0,14.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-27 11:00:00,11,0,0,0,47.0,30.0,34.0,42.0,248,11.0,32,32,120,120,0,2,3,27.4,0.6,0,47.0,59.0,48.0,8.0,18.0,12.0,9.0,14.0,7.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-27 12:00:00,12,0,0,0,37.0,47.0,30.0,47.0,250,7.0,32,32,120,120,1,6,7,27.0,1.4,0,59.0,48.0,35.0,18.0,12.0,13.0,14.0,7.0,10.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-27 13:00:00,13,0,0,0,47.0,37.0,47.0,35.0,250,10.0,32,32,120,120,1,3,5,26.2,0.0,0,48.0,35.0,48.0,12.0,13.0,18.0,7.0,10.0,9.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-27 14:00:00,14,0,0,0,59.0,47.0,37.0,50.0,250,14.0,32,32,120,120,2,1,3,27.0,0.0,0,35.0,48.0,49.0,13.0,18.0,16.0,10.0,9.0,13.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-27 15:00:00,15,0,0,0,48.0,59.0,47.0,44.0,243,5.0,32,32,120,120,1,6,8,25.6,0.0,0,48.0,49.0,48.0,18.0,16.0,15.0,9.0,13.0,13.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-27 16:00:00,16,0,0,0,35.0,48.0,59.0,54.0,245,4.0,32,32,120,120,0,4,7,29.0,0.1,0,49.0,48.0,45.0,16.0,15.0,12.0,13.0,13.0,11.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-27 17:00:00,17,0,0,0,48.0,35.0,48.0,56.0,249,8.0,32,32,120,120,0,1,5,28.6,0.0,0,48.0,45.0,47.0,15.0,12.0,10.0,13.0,11.0,11.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-27 18:00:00,18,0,0,0,49.0,48.0,35.0,44.0,246,9.0,32,32,120,120,2,1,6,28.8,5.4,0,45.0,47.0,44.0,12.0,10.0,10.0,11.0,11.0,7.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-27 19:00:00,19,0,0,0,48.0,49.0,48.0,46.0,247,3.0,32,32,120,120,1,3,6,26.6,0.0,0,47.0,44.0,25.0,10.0,10.0,6.0,11.0,7.0,4.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-27 20:00:00,20,0,0,0,45.0,48.0,49.0,31.0,246,12.0,32,32,120,120,0,3,8,26.2,0.2,0,44.0,25.0,37.0,10.0,6.0,11.0,7.0,4.0,11.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-27 21:00:00,21,0,0,0,47.0,45.0,48.0,32.0,250,7.0,32,32,120,120,0,4,4,28.1,0.0,0,25.0,37.0,39.0,6.0,11.0,6.0,4.0,11.0,8.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-27 22:00:00,22,0,0,0,44.0,47.0,45.0,38.0,240,6.0,32,32,120,120,2,1,4,28.1,0.0,0,37.0,39.0,61.0,11.0,6.0,20.0,11.0,8.0,14.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-27 23:00:00,23,0,0,0,25.0,44.0,47.0,51.0,242,3.0,32,32,120,120,1,2,3,27.8,0.0,0,39.0,61.0,44.0,6.0,20.0,8.0,8.0,14.0,9.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-28 00:00:00,0,1,0,0,37.0,25.0,44.0,39.0,241,4.0,32,32,120,120,0,2,4,27.7,0.0,0,61.0,44.0,39.0,20.0,8.0,13.0,14.0,9.0,5.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,119.0,120.0
2025-10-28 01:00:00,1,1,0,0,39.0,37.0,25.0,31.0,250,9.0,32,32,120,120,2,2,8,30.7,0.0,0,44.0,39.0,34.0,8.0,13.0,8.0,9.0,5.0,6.0,32.0,32.0,32.0,32.0,32.0,32.0,31.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-28 02:00:00,2,1,0,0,61.0,39.0,37.0,40.0,250,17.0,32,32,120,120,2,1,5,28.7,0.0,0,39.0,34.0,35.0,13.0,8.0,14.0,5.0,6.0,7.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-28 03:00:00,3,1,0,0,44.0,61.0,39.0,40.0,250,8.0,32,32,120,120,2,3,6,31.1,1.1,0,34.0,35.0,59.0,8.0,14.0,22.0,6.0,7.0,9.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-28 04:00:00,4,1,0,0,39.0,44.0,61.0,41.0,250,12.0,32,32,120,120,0,1,5,30.0,0.0,0,35.0,59.0,28.0,14.0,22.0,11.0,7.0,9.0,5.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-28 05:00:00,5,1,0,0,34.0,39.0,44.0,46.0,250,9.0,32,32,120,120,3,2,1,30.7,2.3,0,59.0,28.0,31.0,22.0,11.0,10.0,9.0,5.0,7.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-28 06:00:00,6,1,0,0,35.0,34.0,39.0,38.0,250,7.0,32,32,120,120,1,2,4,26.5,0.0,0,28.0,31.0,52.0,11.0,10.0,18.0,5.0,7.0,15.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-28 07:00:00,7,1,0,0,59.0,35.0,34.0,39.0,242,14.0,32,32,120,120,2,2,3,29.0,0.4,0,31.0,52.0,51.0,10.0,18.0,9.0,7.0,15.0,14.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-28 08:00:00,8,1,0,0,28.0,59.0,35.0,34.0,236,5.0,32,32,120,120,1,3,7,27.5,0.0,0,52.0,51.0,47.0,18.0,9.0,12.0,15.0,14.0,9.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-28 09:00:00,9,1,0,0,31.0,28.0,59.0,30.0,250,7.0,32,32,120,120,3,4,5,25.6,0.3,0,51.0,47.0,34.0,9.0,12.0,6.0,14.0,9.0,8.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-28 10:00:00,10,1,0,0,52.0,31.0,28.0,47.0,250,6.0,32,32,120,120,0,1,6,30.3,0.0,0,47.0,34.0,45.0,12.0,6.0,8.0,9.0,8.0,11.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-28 11:00:00,11,1,0,0,51.0,52.0,31.0,37.0,250,11.0,32,32,120,120,2,5,5,27.7,0.0,0,34.0,45.0,43.0,6.0,8.0,13.0,8.0,11.0,4.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-28 12:00:00,12,1,0,0,47.0,51.0,52.0,47.0,240,5.0,32,32,120,120,0,1,3,26.5,0.0,0,45.0,43.0,51.0,8.0,13.0,16.0,11.0,4.0,8.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,119.0,120.0,120.0
2025-10-28 13:00:00,13,1,0,0,34.0,47.0,51.0,59.0,246,8.0,32,32,120,120,3,2,6,27.5,0.0,0,43.0,51.0,49.0,13.0,16.0,7.0,4.0,8.0,6.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-28 14:00:00,14,1,0,0,45.0,34.0,47.0,48.0,245,10.0,32,32,120,120,1,2,8,26.9,0.0,0,51.0,49.0,57.0,16.0,7.0,16.0,8.0,6.0,10.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-28 15:00:00,15,1,0,0,43.0,45.0,34.0,35.0,250,5.0,32,32,120,120,3,0,7,27.1,0.1,0,49.0,57.0,47.0,7.0,16.0,6.0,6.0,10.0,9.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-28 16:00:00,16,1,0,0,51.0,43.0,45.0,48.0,250,7.0,32,32,120,120,2,1,4,27.8,0.0,0,57.0,47.0,51.0,16.0,6.0,17.0,10.0,9.0,7.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-28 17:00:00,17,1,0,0,49.0,51.0,43.0,49.0,250,7.0,32,32,120,120,0,1,12,30.7,0.0,0,47.0,51.0,23.0,6.0,17.0,6.0,9.0,7.0,4.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-28 18:00:00,18,1,0,0,57.0,49.0,51.0,48.0,250,9.0,32,32,120,120,1,1,6,27.1,3.0,0,51.0,23.0,59.0,17.0,6.0,15.0,7.0,4.0,7.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,119.0,120.0,120.0,120.0
2025-10-28 19:00:00,19,1,0,0,47.0,57.0,49.0,45.0,250,6.0,32,32,120,120,0,2,5,30.6,1.3,0,23.0,59.0,42.0,6.0,15.0,4.0,4.0,7.0,9.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-28 20:00:00,20,1,0,0,51.0,47.0,57.0,47.0,230,8.0,32,32,120,120,0,4,6,29.4,0.0,0,59.0,42.0,28.0,15.0,4.0,11.0,7.0,9.0,4.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-28 21:00:00,21,1,0,0,23.0,51.0,47.0,44.0,248,3.0,32,32,120,120,1,0,6,28.7,0.0,0,42.0,28.0,37.0,4.0,11.0,7.0,9.0,4.0,3.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,119.0,120.0,120.0,120.0,120.0
2025-10-28 22:00:00,22,1,0,0,59.0,23.0,51.0,25.0,250,5.0,32,32,120,120,1,3,8,29.2,0.0,0,28.0,37.0,30.0,11.0,7.0,5.0,4.0,3.0,6.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,119.0,120.0,120.0,120.0,120.0,120.0
2025-10-28 23:00:00,23,1,0,0,42.0,59.0,23.0,37.0,240,1.0,32,32,120,120,3,1,2,28.1,0.0,0,37.0,30.0,31.0,7.0,5.0,12.0,3.0,6.0,5.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,119.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-29 00:00:00,0,2,0,0,28.0,42.0,59.0,39.0,244,2.0,32,32,119,120,0,8,7,30.1,0.0,0,30.0,31.0,38.0,5.0,12.0,7.0,6.0,5.0,5.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-29 01:00:00,1,2,0,0,37.0,28.0,42.0,61.0,243,9.0,32,32,120,120,0,3,4,29.1,0.0,0,31.0,38.0,36.0,12.0,7.0,10.0,5.0,5.0,10.0,32.0,32.0,32.0,32.0,32.0,31.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-29 02:00:00,2,2,0,0,30.0,37.0,28.0,44.0,246,10.0,32,32,120,120,0,0,6,25.7,0.0,0,38.0,36.0,54.0,7.0,10.0,13.0,5.0,10.0,12.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-29 03:00:00,3,2,0,0,31.0,30.0,37.0,39.0,248,6.0,32,32,120,120,1,4,8,28.7,0.0,0,36.0,54.0,37.0,10.0,13.0,11.0,10.0,12.0,10.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-29 04:00:00,4,2,0,0,38.0,31.0,30.0,34.0,248,8.0,32,32,120,120,1,5,2,29.4,0.0,0,54.0,37.0,48.0,13.0,11.0,8.0,12.0,10.0,10.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-29 05:00:00,5,2,0,0,36.0,38.0,31.0,35.0,250,5.0,32,32,120,120,0,1,9,27.8,2.8,0,37.0,48.0,42.0,11.0,8.0,14.0,10.0,10.0,10.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-29 06:00:00,6,2,0,0,54.0,36.0,38.0,59.0,250,12.0,32,32,120,120,2,3,2,28.4,0.0,0,48.0,42.0,43.0,8.0,14.0,6.0,10.0,10.0,12.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,119.0
2025-10-29 07:00:00,7,2,0,0,37.0,54.0,36.0,28.0,250,5.0,32,32,120,120,2,2,4,27.3,0.0,0,42.0,43.0,38.0,14.0,6.0,10.0,10.0,12.0,10.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-29 08:00:00,8,2,0,0,48.0,37.0,54.0,31.0,250,11.0,32,32,120,120,1,3,3,26.1,1.8,0,43.0,38.0,39.0,6.0,10.0,9.0,12.0,10.0,9.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-29 09:00:00,9,2,0,0,42.0,48.0,37.0,52.0,250,13.0,32,32,120,120,1,1,6,25.9,0.0,0,38.0,39.0,38.0,10.0,9.0,9.0,10.0,9.0,9.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-29 10:00:00,10,2,0,0,43.0,42.0,48.0,51.0,248,6.0,32,32,120,120,2,3,5,25.9,0.0,0,39.0,38.0,50.0,9.0,9.0,16.0,9.0,9.0,12.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,119.0
2025-10-29 11:00:00,11,2,0,0,38.0,43.0,42.0,47.0,247,9.0,32,32,120,120,1,2,4,29.2,3.7,0,38.0,50.0,51.0,9.0,16.0,13.0,9.0,12.0,8.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-29 12:00:00,12,2,0,0,39.0,38.0,43.0,34.0,241,3.0,32,32,120,120,1,1,5,24.5,1.3,0,50.0,51.0,49.0,16.0,13.0,12.0,12.0,8.0,11.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-29 13:00:00,13,2,0,0,38.0,39.0,38.0,45.0,247,6.0,32,32,120,120,0,4,7,27.2,0.0,0,51.0,49.0,50.0,13.0,12.0,13.0,8.0,11.0,8.0,32.0,32.0,32.0,32.0,31.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-29 14:00:00,14,2,0,0,50.0,38.0,39.0,43.0,250,5.0,32,32,120,120,2,1,7,27.1,0.0,0,49.0,50.0,48.0,12.0,13.0,17.0,11.0,8.0,8.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-29 15:00:00,15,2,0,0,51.0,50.0,38.0,51.0,250,7.0,32,32,120,120,0,2,8,27.8,0.0,0,50.0,48.0,56.0,13.0,17.0,18.0,8.0,8.0,9.0,32.0,32.0,32.0,32.0,32.0,32.0,30.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-29 16:00:00,16,2,0,0,49.0,51.0,50.0,49.0,250,5.0,32,32,120,120,0,3,10,25.4,2.1,0,48.0,56.0,68.0,17.0,18.0,18.0,8.0,9.0,10.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-29 17:00:00,17,2,0,0,50.0,49.0,51.0,57.0,250,7.0,32,32,120,120,0,6,6,28.8,0.0,0,56.0,68.0,42.0,18.0,18.0,8.0,9.0,10.0,8.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-29 18:00:00,18,2,0,0,48.0,50.0,49.0,47.0,250,7.0,32,32,120,120,1,2,6,26.3,0.0,0,68.0,42.0,38.0,18.0,8.0,12.0,10.0,8.0,9.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-29 19:00:00,19,2,0,0,56.0,48.0,50.0,51.0,250,7.0,32,32,120,120,3,1,9,29.9,0.1,0,42.0,38.0,35.0,8.0,12.0,14.0,8.0,9.0,4.0,32.0,32.0,32.0,31.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-29 20:00:00,20,2,0,0,68.0,56.0,48.0,23.0,250,11.0,32,32,120,120,1,4,3,27.3,1.1,0,38.0,35.0,39.0,12.0,14.0,12.0,9.0,4.0,8.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-29 21:00:00,21,2,0,0,42.0,68.0,56.0,59.0,244,10.0,32,32,120,120,2,2,3,28.1,0.0,0,35.0,39.0,36.0,14.0,12.0,8.0,4.0,8.0,8.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-29 22:00:00,22,2,0,0,38.0,42.0,68.0,42.0,240,5.0,32,32,120,120,0,0,6,28.2,3.5,0,39.0,36.0,32.0,12.0,8.0,11.0,8.0,8.0,1.0,32.0,32.0,31.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-29 23:00:00,23,2,0,0,35.0,38.0,42.0,28.0,242,4.0,32,32,120,120,2,1,4,28.6,0.5,0,36.0,32.0,48.0,8.0,11.0,15.0,8.0,1.0,8.0,32.0,31.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-30 00:00:00,0,3,0,0,39.0,35.0,38.0,37.0,245,5.0,32,32,120,120,0,3,2,28.4,0.0,0,32.0,48.0,38.0,11.0,15.0,11.0,1.0,8.0,7.0,31.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-30 01:00:00,1,3,0,0,36.0,39.0,35.0,30.0,239,9.0,31,32,120,120,2,4,1,27.7,2.0,0,48.0,38.0,31.0,15.0,11.0,10.0,8.0,7.0,12.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-30 02:00:00,2,3,0,0,32.0,36.0,39.0,31.0,250,6.0,32,32,120,120,0,5,6,28.8,3.1,0,38.0,31.0,36.0,11.0,10.0,13.0,7.0,12.0,7.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-30 03:00:00,3,3,0,0,48.0,32.0,36.0,38.0,250,9.0,32,32,120,120,2,2,7,29.0,0.0,0,31.0,36.0,30.0,10.0,13.0,14.0,12.0,7.0,3.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-30 04:00:00,4,3,0,0,38.0,48.0,32.0,36.0,243,5.0,32,32,120,120,1,2,6,27.2,0.0,0,36.0,30.0,37.0,13.0,14.0,9.0,7.0,3.0,7.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-30 05:00:00,5,3,0,0,31.0,38.0,48.0,54.0,244,6.0,32,32,120,120,0,3,5,28.9,0.0,0,30.0,37.0,34.0,14.0,9.0,10.0,3.0,7.0,4.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-30 06:00:00,6,3,0,0,36.0,31.0,38.0,37.0,245,6.0,32,32,120,120,0,1,8,30.1,0.0,0,37.0,34.0,32.0,9.0,10.0,9.0,7.0,4.0,5.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,119.0,120.0
2025-10-30 07:00:00,7,3,0,0,30.0,36.0,31.0,48.0,250,10.0,32,32,120,120,0,2,4,29.4,1.0,0,34.0,32.0,34.0,10.0,9.0,9.0,4.0,5.0,5.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,119.0
2025-10-30 08:00:00,8,3,0,0,37.0,30.0,36.0,42.0,248,11.0,32,32,120,120,0,3,4,29.7,2.0,0,32.0,34.0,56.0,9.0,9.0,15.0,5.0,5.0,12.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-30 09:00:00,9,3,0,0,34.0,37.0,30.0,43.0,246,4.0,32,32,120,120,1,3,0,28.6,4.4,0,34.0,56.0,29.0,9.0,15.0,6.0,5.0,12.0,10.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-30 10:00:00,10,3,0,0,32.0,34.0,37.0,38.0,239,6.0,32,32,120,120,0,2,3,26.9,0.0,0,56.0,29.0,52.0,15.0,6.0,13.0,12.0,10.0,10.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,119.0,120.0
2025-10-30 11:00:00,11,3,0,0,34.0,32.0,34.0,39.0,250,5.0,32,32,120,120,1,3,8,27.1,0.2,0,29.0,52.0,66.0,6.0,13.0,25.0,10.0,10.0,11.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-30 12:00:00,12,3,0,0,56.0,34.0,32.0,38.0,236,10.0,32,32,120,120,0,3,7,28.8,0.0,0,52.0,66.0,43.0,13.0,25.0,8.0,10.0,11.0,6.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-30 13:00:00,13,3,0,0,29.0,56.0,34.0,50.0,246,8.0,32,32,120,120,0,2,5,29.7,0.0,0,66.0,43.0,48.0,25.0,8.0,16.0,11.0,6.0,11.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-30 14:00:00,14,3,0,0,52.0,29.0,56.0,51.0,250,9.0,32,32,120,120,2,3,9,32.5,2.6,0,43.0,48.0,40.0,8.0,16.0,14.0,6.0,11.0,8.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-30 15:00:00,15,3,0,0,66.0,52.0,29.0,49.0,239,10.0,32,32,120,120,0,1,7,29.8,1.4,0,48.0,40.0,53.0,16.0,14.0,12.0,11.0,8.0,14.0,32.0,32.0,32.0,32.0,32.0,30.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
